New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/4_1.jpg,Willem de Kooning,Untitled,-not sold-,"$12,000","$18,000",Signed,"8.50"" x 12.75",c.1983,4,11/15/2018,Charcoal / Paper
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/8_1.jpg,Willem de Kooning,Untitled (Washington Monument).,-not sold-,"$30,000","$50,000",Signed Lower Right,"23.63"" x 18.75",1969-70,8,11/15/2018,Charcoal / Vellum
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/24_1.jpg,Louise Berliawsky Nevelson,Night Star,"$4,750","$2,000","$3,000",Signed and Dated,"32.25"" x 35.50",1981,24,11/15/2018,cast paper relief
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/26_1.jpg,Louise Berliawsky Nevelson,Throne,-not sold-,"$15,000","$20,000",Signed and Dated,"53.75"" x 36.00"" x 4.00",1979,26,11/15/2018,Painted wood and paper collage relief sculpture
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/30_1.jpg,Dorothy (Mann) Dehner,Untitled,"$2,500","$1,500","$2,500",Signed and Dated,"25.25"" x 38.13",1954,30,11/15/2018,Pen and ink / Paper
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/37_1.jpg,Vaclav Vytlacil,Composition,"$4,250","$1,500","$2,500",Signed and Dated,"18.00"" x 23.75",1973,37,11/15/2018,Oilstick and acrylic / Paper
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/38_1.jpg,Gabor Peterdi,Red Harbor,"$2,375","$3,000","$5,000",Signed and Dated,"30.00"" x 40.00",1953,38,11/15/2018,Oil / Canvas
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/39_1.jpg,Alfonso A Ossorio,"Untitled (Sidrach, Misach and Abednego)","$125,000","$50,000","$80,000",Signed and Titled,"18.25"" x 29.88",1962,39,11/15/2018,Mixed Media / Panel
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/40_1.jpg,Milton Resnick,Untitled,"$6,750","$5,000","$8,000",Signed and Dated,"23.75"" x 19.75",1983,40,11/15/2018,Acrylic / Canvas
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/41_1.jpg,Richard Peter Stankiewicz,Untitled,"$2,750","$4,000","$6,000",Signed Initials,"12.00"" x 12.00",1971,41,11/15/2018,relief
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/43_1.jpg,Robert Arthur Goodnough,"Yellow, Pink, Gray","$2,860","$4,000","$6,000",Signed and Titled,"72.00"" x 72.00",1974,43,11/15/2018,Acrylic and oil / Canvas
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/44_1.jpg,Robert Arthur Goodnough,Emerge II.,-not sold-,"$2,500","$3,500",Signed and Titled,"27.75"" x 35.75",2006,44,11/15/2018,Ink and felt-tip pen / Paper
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/45_1.jpg,Cleve (Ginsburg) Gray,Zen Gardens #36,"$13,000","$9,000","$18,000",Signed and Titled,"59.75"" x 69.75",1982,45,11/15/2018,Acrylic / Canvas
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/47_1.jpg,Paul Jenkins,Phenomena Seek the Tides,"$3,640","$3,000","$5,000",Signed and Titled,"29.50"" x 22.38",1983,47,11/15/2018,Watercolor / Paper
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/48_1.jpg,Paul Jenkins,Phenomena Clearance.,-not sold-,"$12,000","$18,000",Signed,"23.88"" x 29.38",1976,48,11/15/2018,Acrylic / Canvas
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/50_1.jpg,Robert Natkin,Untitled,-not sold-,"$4,000","$6,000",Signed,"25.25"" x 35.50",not given,50,11/15/2018,Acrylic / Paper
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/52_1.jpg,Friedel Dzubas,Untitled,"$11,250","$4,000","$6,000",Signed and Dated,"33.50"" x 34.50",1981,52,11/15/2018,colored and pressed paper pulp / Paper
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/57_1.jpg,Sonia Terk Delaunay,Sans Titre,"$22,500","$10,000","$15,000",Inscribed and Signed,"15.38"" x 11.00",c.1960,57,11/15/2018,Gouache / Paper
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/71_1.jpg,Mark Tobey,Composition.,"$1,690","$2,000","$3,000",Signed and Dated,"6.50"" x 4.50",1962,71,11/15/2018,Acrylic / Paper
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/80_1.jpg,Karel Christiaan Appel,Personnage,"$13,750","$12,000","$18,000",Signed,"30.13"" x 23.00",c.1965,80,11/15/2018,Oil / Canvas
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/81_1.jpg,Karel Christiaan Appel,Figure,"$22,500","$15,000","$20,000",Signed Lower Right,"16.00"" x 20.00",1987,81,11/15/2018,Acrylic / Canvas
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/85_1.jpg,Alexander (Sandy) Calder,Cauchemar d'un Cauchon; Reve d'un Arriviste.,-not sold-,"$8,000","$12,000",Signed Initials,"12.88"" x 19.50",c.1953,85,11/15/2018,Pen and ink / Paper
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/96_1.jpg,Manuel Marin,Sans titre,"$2,600","$2,000","$3,000",Signed,"13.50"" x 22.75",c.2000,96,11/15/2018,Steel and paint
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/97_1.jpg,Manuel Marin,Sans Titre,"$3,640","$4,000","$6,000",Signed,"12.50"" x 26.75",c.2000,97,11/15/2018,Steel and paint
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/98_1.jpg,Manuel Marin,Sans titre,"$4,250","$4,000","$6,000",Signed,"21.75"" x 28.63",c.2000,98,11/15/2018,Steel and paint
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/99_1.jpg,Manuel Marin,Sans titre,-not sold-,"$10,000","$15,000",Signed,"96.00"" x 62.75",c.c2000,99,11/15/2018,Steel and paint
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/100_1.jpg,Manuel Marin,Sans titre,"$4,680","$4,000","$6,000",Signed,54.00,c.2000,100,11/15/2018,Steel and paint
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/109_1.jpg,Menashe Kadishman,Untitled,"$2,080","$1,200","$1,800",Signed,"4.00"" x 8.50"" x 1.00",c.1970,109,11/15/2018,Aluminum
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/114_1.jpg,Sol LeWitt,Right Triangle,"$50,000","$70,000","$100,000",Signed and Dated,"60.00"" x 60.00",1977,114,11/15/2018,Wood and paint
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/118_1.jpg,Sol LeWitt,Untitled,-not sold-,"$1,200","$1,800",Signed,"4.13"" x 5.75",not given,118,11/15/2018,Ink and felt-tip pen / Paper
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/122_1.jpg,Richard Anuszkiewicz,Annual Edition,-not sold-,"$1,500","$2,500",Signed and Dated,"5.50"" x 5.25",1978,122,11/15/2018,Enamel / Masonite
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/132_1.jpg,John Ferren,Untitled,-not sold-,"$3,000","$5,000",Signed,"24.00"" x 17.25",not given,132,11/15/2018,Oil and acrylic / Paper
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/133_1.jpg,Ron Gorchov,Abstract Composition,"$35,000","$7,000","$10,000",Signed and Dated,"17.50"" x 26.00",1974,133,11/15/2018,Oil / Canvas
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/138_1.jpg,Arthur Luis Piza,Sans Titre,-not sold-,"$20,000","$30,000",Signed,"13.00"" x 8.50",c.1960,138,11/15/2018,Oil and mixed media collage / Canvas
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/145_1.jpg,Fernando de Szyszlo,Compositon (Caballo).,"$7,250","$5,000","$8,000",Signed Lower Right,"20.00"" x 20.00",c.1990,145,11/15/2018,Watercolor and gouache with pencil / Board
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/146_1.jpg,Fernando de Szyszlo,Mar de Lurin,"$23,750","$20,000","$30,000",Signed and Dated,"23.50"" x 35.50",1992,146,11/15/2018,Acrylic / Canvas
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/148_1.jpg,Enrico Leone Donati,Atlantis,"$2,860","$3,000","$5,000",Signed and Titled,"28.00"" x 42.00",1988,148,11/15/2018,Oil and sand / Canvas
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/149_1.jpg,Arnaldo Pomodoro,Studio per 6 bozzetti.,"$2,375","$2,000","$3,000",Signed Lower Right,"9.88"" x 6.88",1974,149,11/15/2018,Bronze and steel
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/150_1.jpg,Jesus Rafael de Soto,Vibracin.,"$6,750","$6,000","$9,000",Signed and Dated,"11.50"" x 16.75"" x 3.25",1967,150,11/15/2018,Screenprint on Plexiglas and white plastic multiple
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/151_1.jpg,Jesus Rafael de Soto,Lettre du Venezuela.,"$2,340","$1,500","$2,500",Signed,"7.00"" x 4.75"" x 1.00",2001,151,11/15/2018,"Color screenprint on Plexiglas and paper multiple, with printed booklet with complete text, 2001"
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/152_1.jpg,Jesus Rafael de Soto,Vibracin,-not sold-,"$6,000","$9,000",Signed,"19.75"" x 6.00"" x 10.75",not given,152,11/15/2018,Vibracin
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/153_1.jpg,Jesus Rafael de Soto,Stele Bleu et Verte.,"$16,250","$10,000","$15,000",Signed,"30.50"" x 18.00",1995,153,11/15/2018,"Color screenprint on Plexiglas, painted wood elements, nylon string and Plexiglas multiple,"
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/154_1.jpg,Jesus Rafael de Soto,Bordeaux,"$6,250","$6,000","$9,000",Signed,22.50,1991,154,11/15/2018,"Color screenprint on Plexiglas, painted wood elements, nylon string and Plexiglas multiple"
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/155_1.jpg,Paul Sharits,Positano XIV/A,"$4,750","$5,000","$8,000",Signed and Titled,"24.00"" x 30.00",1980,155,11/15/2018,Acrylic / Canvas
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/156_1.jpg,Paul Sharits,Two drawings.,"$2,125","$3,000","$5,000",Signed and Titled,Dimensions not available,1974,156,11/15/2018,"Both felt-tip pen and color inks on graph paper, / Paper"
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/157_1.jpg,Paul Sharits,Two drawings,"$2,125","$3,000","$5,000",Signed,Dimensions not available,1974/76,157,11/15/2018,"felt-tip pen and color inks on graph paper, / Paper"
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/159_1.jpg,Paul Sharits,Foot Series,-not sold-,"$3,000","$5,000",Signed,Dimensions not available,1983,159,11/15/2018,Acrylic in four parts / Panel
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/160_1.jpg,Paul Sharits,Skull and Falling Nude (2),"$1,750","$2,000","$3,000",Signed and Titled,Dimensions not available,1981/82,160,11/15/2018,Acrylic and mixed media / Velvet
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/167_1.jpg,Cy Twombly,"Natural History, Part I, Mushrooms","$8,750","$7,000","$10,000",Signed Initials,"29.75"" x 21.88",1974,167,11/15/2018,Color lithograph with mixed-media collage on Rives Couronne rag paper
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/168_1.jpg,Cy Twombly,"Natural History, Part I, Mushrooms","$8,750","$7,000","$10,000",Signed Initials,"29.75"" x 21.88",1974,168,11/15/2018,Color lithograph with mixed-media collage on Rives Couronne rag paper
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/177_1.jpg,Robert Rauschenberg,Arcanum X.,"$1,250","$1,500","$2,500",Signed,"22.50"" x 15.75",1981,177,11/15/2018,"Color screenprint, silk collage, paper collage and watercolor"
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/180_1.jpg,Robert Rauschenberg,Arcanum VI.,-not sold-,"$1,500","$2,500",Signed and Dated,"22.75"" x 15.50",1981,180,11/15/2018,Color screenprint with hand coloring and collage / Paper
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/181_1.jpg,Robert Rauschenberg,Horsefeathers Thirteen--I.,-not sold-,"$1,200","$1,800",Signed and Dated,"18.50"" x 18.25",1972,181,11/15/2018,"Color offset lithograph, screenprint, pochoir, collage and embossing on Moulin du Verger du Puymoyen handmade paper"
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/192_1.jpg,Andy Warhol,Mildred Scheel.,"$4,000","$3,000","$5,000",Signed,"30.50"" x 21.50",1980,192,11/15/2018,Color screenprint with diamond dust / Paper
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/217_1.jpg,Wayne Thiebaud,Night Rider.,"$37,500","$30,000","$50,000",Signed and Dated,"40.00"" x 50.00",1957,217,11/15/2018,Oil / Canvas
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/219_1.jpg,Christo & Jean Claude,"Package on Carozza, Project for A. Berlingieri, Taranto, South Italy.",-not sold-,"$3,000","$5,000",Signed and Titled,"22.25"" x 28.00",1984,219,11/15/2018,Lithograph with collage of fabric and thread on Arches Cover White
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/220_1.jpg,Christo & Jean Claude,"Orange Store Front, Project.","$1,375","$2,000","$3,000",Signed,"10.50"" x 9.00",1979,220,11/15/2018,Color lithograph with collage of brown wrapping paper
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/221_1.jpg,Christo & Jean Claude,"Closed Highway, Project for 5000 Miles, 6 Lanes East-West Highway.",-not sold-,"$1,500","$2,500",Signed,"27.25"" x 22.00",1967,221,11/15/2018,Offset lithograph with glass collage on wove paper
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/229_1.jpg,Jim Dine,Dark Blue Self Portrait with White Crayon.,-not sold-,"$1,500","$2,500",Signed and Dated,"20.00"" x 18.00",1976,229,11/15/2018,Etching with white crayon and hand coloring in watercolor on Copperplate paper
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/235_1.jpg,Red (Charles Rogers) Grooms,"A Bob for Benny, 1959. AND Girl on Bed, 1967. (2)","$1,500","$1,500","$2,500",Signed and Dated,Dimensions not available,not given,235,11/15/2018,Pen and ink / Paper
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/236_1.jpg,William Nelson Copley,Lolapulco.,"$104,000","$50,000","$80,000",Signed Lower Right,"29.38"" x 23.75",c.1958,236,11/15/2018,Oil / Canvas
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/237_1.jpg,Red (Charles Rogers) Grooms,Peking Delight.,-not sold-,"$4,000","$6,000",Signed,"16.25"" x 17.75"" x 4.00",1979,237,11/15/2018,"Three-dimensional screenprint, pochoir, stencil and rubber stamp impressions on wood,"
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/266_1.jpg,Howard Eliot Hodgkin,Bed and Breakfast.,"$4,250","$4,000","$6,000",Signed,"8.00"" x 10.00",1973-78,266,11/15/2018,"Aquatint with hand coloring in orange gouache on cream Velin Arches mould made paper,"
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/267_1.jpg,Howard Eliot Hodgkin,The Artist and Model.,-not sold-,"$1,500","$2,500",Signed and Dated,"32.50"" x 40.88",1880,267,11/15/2018,Soft-ground etching with hand coloring in watercolor and gouache on Stonebridge mould made etching paper
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/268_1.jpg,Howard Eliot Hodgkin,Hospital Room was Choked with Flowers.,$845,"$1,200","$1,800",Signed Initials,"11.63"" x 25.25",1990,268,11/15/2018,Color aquatint with hand coloring in watercolor on cream laid paper
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/279_1.jpg,Thomas Nozkowski,Composition,"$6,250","$7,000","$10,000",Signed,"22.00"" x 32.13",c.1980,279,11/15/2018,Oil / Canvas
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/280_1.jpg,Rodney Graham,Untitled,"$6,000","$2,000","$3,000",Signed and Dated,"10.38"" x 9.00",2006,280,11/15/2018,Oil / Canvas
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/281_1.jpg,Pat Steir,Target.,-not sold-,"$1,500","$2,500",Signed Lower Right,"29.00"" x 23.00",1965,281,11/15/2018,Watercolor and pencil / Card
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/282_1.jpg,Pat Steir,Girl Jumping and Screaming.,"$1,250","$1,500","$2,500",Signed and Dated,"23.75"" x 17.88",1964,282,11/15/2018,Watercolor and pencil / Paper
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/285_1.jpg,Bernar Venet,Undertermined Line.,"$4,250","$3,000","$5,000",Signed and Dated,"12.75"" x 11.75",1984,285,11/15/2018,Charcoal and cardboard collage / Paper
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/288_1.jpg,Richard Artschwager,Port.,"$2,125","$3,000","$5,000",Signed and Dated,"20.00"" x 20.00",1991,288,11/15/2018,"Painted wood, celotex and formica multiple"
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/301_1.jpg,Richard Prince,Untitled (Standing Nude with Flowers).,"$10,630","$8,000","$12,000",Signed and Dated,"13.88"" x 10.00",1969,301,11/15/2018,Pen and ink / Paper
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/302_1.jpg,Richard Prince,I Could See It.,"$6,250","$8,000","$12,000",Signed Initials,"13.88"" x 10.00",1970,302,11/15/2018,Pen and ink / Paper
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/305_1.jpg,Vito Hannibal Acconci,"Waterfall and Seats AND Slide (Playground), 1994 (2)",-not sold-,"$4,000","$6,000",Signed,Dimensions not available,not given,305,11/15/2018,Watercolor / Paper
New York,Swann Galleries,contemporary art 11/15/2018,http://www.askart.com/photos/2018/SWN20181115_112741/322_1.jpg,Kiki Smith,Summer Night.,-not sold-,"$2,500","$3,500",Signed and Dated,"18.00"" x 14.00",2011,322,11/15/2018,"Color lithograph with glitter, hand coloring and white gold leaf on Hosho paper"
